GeneSymbol	HumanGeneID	ChimpGeneID	LFC	HumanGeneExpression	ChimpGeneExpression
PLEKHO2	80301	467705	-0.13009820878505707	0.7641960382461548	0.8363118171691895
ANKDD1A	348094	747784	0.3193219304084778	0.06169157102704048	0.04944249242544174
SPG21	51324	453510	2.1163790225982666	2.2761924266815186	0.524946928024292
MTFMT	123263	453511	-0.5530165433883667	0.24082264304161072	0.35332298278808594
SLC51B	123264	748001	-0.12303966283798218	0.0011191766243427992	0.0012188134714961052
RASL12	51285	453512	-0.6420757174491882	0.3171796500682831	0.49498194456100464
KBTBD13	390594	467706	-0.5141151547431946	0.0004541452508419752	0.0006485729827545583
UBAP1L	390595	747826	0.6355723142623901	0.06569692492485046	0.042288150638341904
PDCD7	10081	748042	-0.013490162789821625	0.5847499370574951	0.590243399143219
CLPX	10845	748057	-0.343684583902359	0.7716621160507202	0.9792341589927673
CILP	8483	453514	-0.5585666298866272	0.08664669096469879	0.12761369347572327
PARP16	54956	748071	-0.0060996864922344685	0.1357756108045578	0.13635088503360748
IGDCC3	9543	453516	0.05365746468305588	0.15345212817192078	0.1478496938943863
IGDCC4	57722	453517	0.18229402601718903	0.5371297001838684	0.4733726680278778
DPP8	54878	453518	-0.11066538095474243	0.5892777442932129	0.6362585425376892
HACD3	51495	747950	0.22298868000507355	1.9025158882141113	1.630053997039795
INTS14	81556	453520	-0.1453089714050293	0.679625391960144	0.7516435980796814
SLC24A1	9187	453521	-0.4456636309623718	0.044877056032419205	0.06111987680196762
DENND4A	10260	467708	0.013647082261741161	0.25789812207221985	0.25547006726264954
RAB11A	8766	453523	-0.7386448979377747	1.410494327545166	2.3535618782043457
MEGF11	84465	453524	-0.455206036567688	0.004145784769207239	0.005683782044798136
DIS3L	115752	467710	-0.49745866656303406	0.365317165851593	0.5157272219657898
TIPIN	54962	453525	0.8292354345321655	0.1219358742237091	0.06862885504961014
MAP2K1	5604	450188	-0.47496113181114197	1.4543222188949585	2.021334409713745
SNAPC5	10302	100612370	0.6861469745635986	0.155600905418396	0.09670775383710861
RPL4	6124	748261	-2.217341661453247	4.470810413360596	20.790868759155273
ZWILCH	55055	453528	0.14714528620243073	0.2239023894071579	0.20219182968139648
LCTL	197021	748254	-0.08271033316850662	0.06058202683925629	0.06415671110153198
SMAD6	4091	467711	-1.0329339504241943	0.49462631344795227	1.0120950937271118
SMAD3	4088	748161	-0.17528535425662994	1.4812934398651123	1.6726583242416382
AAGAB	79719	453720	-0.3797752559185028	0.6796824336051941	0.8843614459037781
IQCH	64799	453531	0.6039115190505981	0.010456915944814682	0.006880312226712704
C15orf61	145853	748196	-1.068701148033142	0.08114757388830185	0.17021061480045319
MAP2K5	5607	453532	-3.2165093421936035	0.04071924090385437	0.3784996271133423
SKOR1	390598	453533	-0.9063223004341125	0.014076544903218746	0.02638312801718712
PIAS1	8554	467715	-0.571518063545227	0.42482760548591614	0.6313305497169495
CALML4	91860	453534	-0.009561690501868725	0.03853606805205345	0.03879231959581375
CLN6	54982	104002353	0.46740105748176575	0.4267674386501312	0.30866652727127075
FEM1B	10116	467716	0.14430037140846252	1.2996208667755127	1.1759204864501953
ITGA11	22801	453537	-1.36223566532135	1.388117790222168	3.5686185359954834
CORO2B	10391	453538	-0.14784295856952667	0.7098789215087891	0.7864831686019897
ANP32A	8125	748502	-0.15818412601947784	1.7121148109436035	1.910517692565918
SPESP1	246777	100615538	1.0238182544708252	0.045939795672893524	0.0225937869399786
NOX5	79400	748494	0.07524671405553818	0.0032422852236777544	0.003077511442825198
GLCE	26035	453542	-1.7330788373947144	0.14402800798416138	0.4788016974925995
PAQR5	54852	748538	-1.0382548570632935	0.02094113826751709	0.04300769045948982
KIF23	9493	453544	0.315428227186203	0.502976655960083	0.4041982889175415
RPLP1	6176	453545	0.9003400206565857	9.725652694702148	5.210619926452637
TLE3	7090	467717	0.031507205218076706	0.8706513047218323	0.8518431186676025
UACA	55075	453547	-0.5949099659919739	1.5814284086227417	2.3885552883148193
LARP6	55323	453549	-1.057455062866211	0.7040730118751526	1.4653568267822266
LRRC49	54839	467718	-1.4395653009414673	0.08836003392934799	0.23966698348522186
THAP10	56906	467812	-0.0810057744383812	0.11874271929264069	0.12560072541236877
THSD4	79875	467719	-0.651991605758667	0.31972604990005493	0.5023970007896423
NR2E3	10002	748665	-2.142737865447998	0.0013690706109628081	0.0060458057560026646
MYO9A	4649	453556	-0.8340412378311157	0.38435113430023193	0.6851719617843628
SENP8	123228	467720	-0.0874481275677681	0.03969165310263634	0.04217195138335228
GRAMD2A	196996	100611568	0.9844166040420532	0.011114169843494892	0.005617435555905104
PKM	5315	748700	-0.7029958963394165	9.017303466796875	14.67910385131836
PARP6	56965	453560	0.1412273347377777	0.9458028674125671	0.8576043248176575
CELF6	60677	748732	-4.556373119354248	0.024959873408079147	0.5872828960418701
TMEM202	338949	748810	0.5427505373954773	9.278562629333464e-7	6.369370453285228e-7
ARIH1	25820	453561	-1.6088275909423828	0.35662904381752014	1.0877324342727661
GOLGA6B	55889	107973001	-3.1057345867156982	0.0001352990511804819	0.0011646999046206474
HIGD2B	123346	467815	-0.9313676953315735	0.0006821851129643619	0.0013009835965931416
BBS4	585	453726	-2.177178144454956	0.08345464617013931	0.3774386942386627
ADPGK	83440	748791	-0.02332829125225544	0.7050666213035583	0.7165601849555969
NEO1	4756	453730	-0.12457937747240067	0.803586483001709	0.8760617971420288
HCN4	10021	467817	-0.8473589420318604	0.015170343220233917	0.027294546365737915
REC114	283677	748820	-0.893592357635498	0.00015013622760307044	0.0002789225254673511
NPTN	27020	453732	-1.2663699388504028	1.0479602813720703	2.5209264755249023
CD276	80381	467818	-2.0093953609466553	0.616754949092865	2.4831383228302
INSYN1	388135	453733	-0.819972038269043	0.09285606443881989	0.16392546892166138
TBC1D21	161514	748837	-0.5474557280540466	3.130434606646304e-6	4.5751489778922405e-6
LOXL1	4016	453735	-0.4232870936393738	3.4141557216644287	4.578312397003174
STOML1	9399	467819	-1.6320582628250122	0.14371228218078613	0.44544321298599243
PML	5371	453736	-0.5184858441352844	0.37168633937835693	0.5324224829673767
GOLGA6A	342096	107973336	-0.4513062536716461	0.00011867471766890958	0.0001622612908249721
ISLR2	57611	100614493	-0.3682118058204651	0.022914202883839607	0.029576553031802177
ISLR	3671	748982	0.27187618613243103	2.8903086185455322	2.393874168395996
STRA6	64220	453738	-0.4827943742275238	0.15334787964820862	0.2142956554889679
CCDC33	80125	748991	1.1745624542236328	0.0012050101067870855	0.0005338413175195456
CYP11A1	1583	748998	0.3933350741863251	0.001736376667395234	0.0013220207765698433
SEMA7A	8482	467824	-0.05703732371330261	0.8764552474021912	0.91180020570755
UBL7	84993	453740	0.22698216140270233	0.8511666059494019	0.7272540330886841
ARID3B	10620	453741	-0.33964070677757263	0.20197708904743195	0.25559017062187195
CLK3	1198	453742	0.09427054226398468	0.8532239198684692	0.7992539405822754
EDC3	80153	453743	-0.17321859300136566	0.5140542387962341	0.5796327590942383
CYP1A1	1543	453744	1.371463656425476	0.030354082584381104	0.011731821112334728
CYP1A2	1544	735881	8.431354522705078	0.004962798207998276	0.000014375932551047299
CSK	1445	453745	0.2546042203903198	0.5629517436027527	0.47187572717666626
LMAN1L	79748	467826	-2.9919660091400146	0.00043295221985317767	0.0034443833865225315
CPLX3	594855	100615048	-1.4216985702514648	0.0003315920475870371	0.0008883375558070838
ULK3	25989	453747	-0.08689045161008835	0.6915461421012878	0.7344763278961182
SCAMP2	10066	736098	-1.250933051109314	0.6116601824760437	1.455722451210022
MPI	4351	453748	-0.4993848204612732	0.2436826378107071	0.34447237849235535
FAM219B	57184	453749	-0.3528865873813629	0.9161804914474487	1.1700663566589355
COX5A	9377	453750	0.47294363379478455	1.4662522077560425	1.0564244985580444
RPP25	54913	453751	0.955278754234314	0.17682315409183502	0.09119511395692825
SCAMP5	192683	453752	0.00524778151884675	0.11375094950199127	0.1133379340171814
PPCDC	60490	736465	-0.3389004170894623	0.1748620718717575	0.22116419672966003
C15orf39	56905	453753	-0.2911340892314911	0.42837557196617126	0.5241611003875732
COMMD4	54939	453757	-0.840985119342804	0.36548152565956116	0.654677152633667
NEIL1	79661	467829	-1.2672446966171265	0.07213296741247177	0.17362508177757263
MAN2C1	4123	453758	0.335124671459198	1.1922054290771484	0.9450798630714417
SIN3A	25942	453759	-0.45864951610565186	0.5414477586746216	0.7440871596336365
PTPN9	5780	737244	-0.6987535953521729	0.5752303004264832	0.9336574077606201
SNUPN	10073	100610042	0.5767973065376282	0.4379127323627472	0.29359880089759827
IMP3	55272	453760	0.16106420755386353	1.3527617454528809	1.2098628282546997
SNX33	257364	453761	0.14417603611946106	0.8779877424240112	0.7944875955581665
CSPG4	1464	737574	-0.09569595754146576	2.4370813369750977	2.6042182445526123
CIMAP1C	161753	467724	-0.38605567812919617	0.008715285919606686	0.011389272287487984
UBE2Q2	92912	453772	0.00618103938177228	1.0929404497146606	1.0882679224014282
FBXO22	26263	453771	-1.4290752410888672	0.19221454858779907	0.5175839066505432
NRG4	145957	453770	-0.9617152810096741	0.0013681233394891024	0.002664590021595359
TMEM266	123591	738087	-0.29308247566223145	0.009901744313538074	0.012132165022194386
ETFA	2108	453769	-0.6462246775627136	1.1979038715362549	1.874800205230713
ISL2	64843	738258	0.052841972559690475	0.04648474231362343	0.04481293633580208
SCAPER	49855	467834	-1.5176154375076294	0.12021706253290176	0.3442023992538452
RCN2	5955	467833	-0.6197416186332703	0.5258104205131531	0.8079602718353271
PSTPIP1	9051	100613166	0.2261800616979599	0.0037667539436370134	0.0032201807480305433
TSPAN3	10099	467832	-1.641790509223938	1.397695779800415	4.3615498542785645
PEAK1	79834	453767	-0.6007617115974426	0.8148911595344543	1.235796332359314
HMG20A	10363	453766	-1.3543120622634888	0.2632144093513489	0.6729739308357239
LINGO1	84894	453764	0.6618373394012451	0.055823154747486115	0.03528429940342903
TBC1D2B	23102	453563	-0.3126946985721588	0.8228917121887207	1.0220524072647095
SH2D7	646892	740342	-0.9563143253326416	0.0001861501659732312	0.00036119582364335656
CIB2	10518	453564	-1.1509613990783691	0.21247738599777222	0.47183114290237427
IDH3A	3419	453565	-0.7034699320793152	0.41950178146362305	0.6831237077713013
ACSBG1	23205	453566	-1.7590689659118652	0.0008941218256950378	0.0030264202505350113
DNAJA4	55466	453567	-1.6429082155227661	0.09118644148111343	0.2847704589366913
SKIC8	80349	453568	1.0058294534683228	0.822679877281189	0.40968120098114014
CRABP1	1381	740693	-0.16153275966644287	0.10039546340703964	0.11228979378938675
IREB2	3658	467731	-0.40445032715797424	0.5718488097190857	0.7568902373313904
HYKK	123688	739839	-0.009331970475614071	0.03232823684811592	0.032538026571273804
PSMA4	5685	453569	-1.4452368021011353	0.8485784530639648	2.3107428550720215
CHRNA5	1138	619369	-0.6984167098999023	0.046141017228364944	0.07487408816814423
CHRNA3	1136	100608170	-0.41750308871269226	0.00870034284889698	0.011620298959314823
CHRNB4	1143	453570	-0.7108373641967773	0.0018135516438633204	0.002968337619677186
ADAMTS7	11173	467749	0.06979227811098099	0.9708128571510315	0.9249663949012756
MORF4L1	10933	740309	-0.23630549013614655	3.1338346004486084	3.6915700435638428
CTSH	1512	740462	-0.33141717314720154	0.12731380760669708	0.16019244492053986
RASGRF1	5923	453575	-1.2308523654937744	0.002045335480943322	0.004800517112016678
ANKRD34C	390616	467735	-0.5297060608863831	0.00005875189526705071	0.00008481629629386589
TMED3	23423	740721	-0.5935410261154175	0.5574512481689453	0.8411637544631958
