GeneSymbol	HumanGeneID	ChimpGeneID	LFC	HumanGeneExpression	ChimpGeneExpression
EXO5	64789	748728	-0.1758331060409546	0.13845613598823547	0.1564023345708847
ZNF684	127396	456797	0.19550077617168427	0.07048137485980988	0.06154925376176834
RIMS3	9783	469295	-0.809195876121521	0.03463874012231827	0.06069519743323326
NFYC	4802	456799	-1.2152659893035889	0.20800049602985382	0.48294302821159363
KCNQ4	9132	456800	-0.07671985030174255	0.03406088799238205	0.035921208560466766
CITED4	163732	746795	-0.4706936180591583	0.3907305598258972	0.5414648652076721
CTPS1	1503	469296	-2.443134069442749	0.12212241441011429	0.6641283631324768
SLFNL1	200172	746846	-0.23286251723766327	0.006723430007696152	0.00790113490074873
SCMH1	22955	456802	-0.3215436339378357	0.5418769717216492	0.6771657466888428
FOXO6	100132074	107976547	0.006595398299396038	0.08832997828722	0.08792709559202194
EDN2	1907	469298	-0.029525168240070343	0.007372323889285326	0.007524754852056503
HIVEP3	59269	469299	-0.06157313659787178	0.13977356255054474	0.14586812257766724
GUCA2B	2981	469301	4.373343467712402	0.00020833563758060336	0.000010052080142486375
GUCA2A	2980	746977	7.4162983894348145	0.01576254703104496	0.00009227798000210896
FOXJ3	22887	456804	-0.9421663880348206	0.34982830286026	0.6721640229225159
RIMKLA	284716	748944	-3.59297251701355	0.006255460437387228	0.07548345625400543
ZMYND12	84217	456806	0.7911329865455627	0.011633745394647121	0.006723026279360056
CCDC30	728621	456808	-0.16495048999786377	0.022426437586545944	0.02514289878308773
PPCS	79717	747056	-0.6202493906021118	0.3668456971645355	0.5638934969902039
PPIH	10465	469303	-0.8399824500083923	0.10729237645864487	0.19205638766288757
YBX1	4904	107966249	-2.4984169006347656	1.192351222038269	6.737559795379639
CLDN19	149461	101059009	-0.2561715543270111	0.01132809929549694	0.013529207557439804
P3H1	64175	456811	-0.037949059158563614	2.0743067264556885	2.129593849182129
C1orf50	79078	456812	-0.8730858564376831	0.186645045876503	0.34185466170310974
TMEM269	100129924	748966	-0.5869693160057068	0.0031126688700169325	0.004675502423197031
SVBP	374969	456814	0.07987470924854279	0.6138032674789429	0.5807437300682068
ERMAP	114625	469304	0.4542981684207916	0.10372638702392578	0.07570627331733704
ZNF691	51058	456815	-1.110412359237671	0.09910696744918823	0.21397921442985535
SLC2A1	6513	100613619	-0.5987445712089539	2.8029534816741943	4.244787693023682
CFAP144	440585	456511	1.7078831195831299	0.0037102962378412485	0.001135754631832242
EBNA1BP2	10969	456510	0.16024751961231232	1.0879865884780884	0.9736082553863525
CFAP57	149465	469174	0.16558849811553955	0.003244508756324649	0.002892689546570182
TMEM125	128218	747477	0.4649917483329773	0.006205105688422918	0.0044954451732337475
C1orf210	149466	456818	0.09863147139549255	0.0007585978019051254	0.0007084684912115335
TIE1	7075	469308	-0.38754451274871826	0.04178660362958908	0.054663773626089096
MPL	4352	747522	3.123558759689331	0.035947900265455246	0.004124664701521397
CDC20	991	456819	-1.654712438583374	0.18891219794750214	0.5948097109794617
ELOVL1	64834	456820	0.8347523808479309	1.7654876708984375	0.9898723363876343
MED8	112950	100615212	-0.15437491238117218	0.8020455241203308	0.8926279544830322
SZT2	23334	456824	-0.25379765033721924	0.5157646536827087	0.6149676442146301
HYI	81888	456827	0.14968417584896088	0.7358427047729492	0.6633237600326538
PTPRF	5792	456828	0.12947514653205872	2.2627434730529785	2.06851863861084
KDM4A	9682	456829	0.0373586006462574	0.9458729028701782	0.9216939210891724
ST3GAL3	6487	456832	-1.542782187461853	0.10003753006458282	0.2914651930332184
ARTN	9048	469310	-0.98716801404953	0.016089169308543205	0.031893398612737656
IPO13	9670	469311	1.3006645441055298	1.7566885948181152	0.7131087183952332
DPH2	1802	735775	0.011449594050645828	0.38939815759658813	0.386320024728775
ATP6V0B	533	100610064	-4.650758743286133	0.07001560926437378	1.7587850093841553
B4GALT2	8704	456522	-0.5383891463279724	1.0157822370529175	1.4752713441848755
CCDC24	149473	456521	0.1941147744655609	0.1463880091905594	0.12795908749103546
SLC6A9	6536	456520	-0.7744162678718567	0.2142835259437561	0.36653149127960205
KLF17	128209	469176	2.1034324169158936	0.002891554031521082	0.000672876019962132
KLF18	105378952	112208573	0.6516851186752319	0.000036236942833056673	0.000023066131689120084
DMAP1	55929	456517	-0.1670287847518921	0.6539127826690674	0.734176516532898
ERI3	79033	456516	0.22465649247169495	1.2238317728042603	1.047353744506836
RNF220	55182	456515	-1.5185606479644775	0.28526023030281067	0.8172850012779236
TMEM53	79639	456513	0.15966826677322388	0.11425124108791351	0.10228124260902405
ARMH1	339541	456550	-1.1695847511291504	0.006029183976352215	0.013562464155256748
KIF2C	11004	456548	0.18416361510753632	0.18397368490695953	0.16192613542079926
RPS8	6202	456547	-2.3910069465637207	5.247463226318359	27.524166107177734
BEST4	266675	469186	0.977212131023407	0.007673333864659071	0.003897749586030841
PLK3	1263	456546	-1.768602728843689	0.1825975775718689	0.6221534013748169
DYNLT4	343521	456545	1.5119867324829102	0.007604361046105623	0.0026663020253181458
BTBD19	149478	456544	0.0655587911605835	0.2988322377204895	0.2855566442012787
PTCH2	8643	469185	-0.13508711755275726	0.057845957577228546	0.06352406740188599
EIF2B3	8891	456543	-0.23224873840808868	0.43007707595825195	0.5051962733268738
HECTD3	79654	456542	-0.018749350681900978	0.9090432524681091	0.9209343194961548
UROD	7389	456541	0.2145223468542099	1.638350009918213	1.4119815826416016
ZSWIM5	57643	456540	0.8278245329856873	0.04662005975842476	0.026264721527695656
HPDL	84842	469182	0.298951655626297	0.028612330555915833	0.02325732819736004
MUTYH	4595	456539	-1.597909927368164	0.09018653631210327	0.2729986608028412
TOE1	114034	456538	0.143848717212677	0.34698131680488586	0.3140532672405243
TESK2	10420	469181	0.20177769660949707	0.10177299380302429	0.08848943561315536
CCDC163	126661	741373	-0.21498073637485504	0.06303753703832626	0.07316693663597107
MMACHC	25974	469180	-0.3471330404281616	0.09827238321304321	0.12500545382499695
PRDX1	5052	456537	-1.4851547479629517	3.606356382369995	10.095893859863281
AKR1A1	10327	741418	0.0667065978050232	1.8141640424728394	1.7321914434432983
NASP	4678	741511	0.1312040090560913	0.8410624265670776	0.7679480910301208
CCDC17	149483	741569	0.2185973823070526	0.03316708281636238	0.02850380912423134
GPBP1L1	60313	456554	0.5206613540649414	1.4730169773101807	1.026769757270813
TMEM69	51249	456553	1.6811516284942627	0.5226358771324158	0.16297543048858643
IPP	3652	469187	0.5168166756629944	0.26852118968963623	0.18767276406288147
MAST2	23139	456568	-0.004071064293384552	0.7309751510620117	0.7330407500267029
PIK3R3	8503	456565	-0.20018431544303894	0.3531836271286011	0.4057532846927643
TSPAN1	10103	469191	-0.4934898614883423	0.004861878231167793	0.006844777148216963
P3R3URF	110117498	104007871	0.2744535207748413	0.000016991834854707122	0.000014048227058083285
POMGNT1	55624	456564	-0.2088308483362198	1.0175397396087646	1.1760227680206299
LURAP1	541468	738051	-0.20720425248146057	0.1318817436695099	0.1522507220506668
RAD54L	8438	456563	0.07581566274166107	0.06249711290001869	0.059297606348991394
LRRC41	10489	456561	-0.3926891088485718	1.3608455657958984	1.7865700721740723
UQCRH	7388	742376	0.46699947118759155	4.635157585144043	3.353386878967285
NSUN4	387338	100609487	0.05536932870745659	0.15945479273796082	0.15345101058483124
DMBX1	127343	469190	0.48862507939338684	0.0016224582213908434	0.0011563324369490147
TMEM275	105378696	107976862	-0.189986914396286	0.00022118346532806754	0.00025231577455997467
KNCN	148930	738696	-2.9094104766845703	0.00001793591582099907	0.00013475453306455165
MKNK1	8569	469189	-2.2123050689697266	0.09761882573366165	0.45238038897514343
MOB3C	148932	742673	0.24515531957149506	0.3349398672580719	0.2825971245765686
ATPAF1	64756	456558	0.0804080069065094	0.5585393309593201	0.5282610058784485
TEX38	374973	738937	0.6904880404472351	0.00021127203945070505	0.0001309134968323633
EFCAB14	9813	469188	0.03223797306418419	1.6125167608261108	1.5768835544586182
CYP4B1	1580	456557	-1.4007747173309326	0.00035928055876865983	0.0009486564085818827
CYP4A11	1579	456835	-0.13682542741298676	0.000018485967302694917	0.000020325009245425463
CYP4X1	260293	456833	0.9585912227630615	0.007758500520139933	0.00399220734834671
CYP4Z1	199974	456834	-1.1336948871612549	0.0001759740844136104	0.0003861222940031439
CYP4A22	284541	739864	1.2516895532608032	0.000012688352398981806	5.328551196726039e-6
PDZK1IP1	10158	743132	0.6924182176589966	0.005803998559713364	0.003591605694964528
TAL1	6886	456836	0.4857405126094818	0.0018204152584075928	0.001300013973377645
STIL	6491	469313	0.020731939002871513	0.10790222883224487	0.1063627302646637
CMPK1	51727	456837	-0.21274524927139282	2.0354392528533936	2.3588528633117676
FOXE3	2301	107976931	-1.658730149269104	0.0011154422536492348	0.003521880367770791
FOXD2	2306	469314	0.1873907446861267	0.04985475912690163	0.043782077729701996
TRABD2B	388630	740742	-1.1399543285369873	0.06402290612459183	0.14108987152576447
SLC5A9	200010	743632	-0.1829575151205063	0.0002625746710691601	0.0002980770368594676
SPATA6	54558	743679	-0.7914286255836487	0.1242031455039978	0.21496926248073578
ELAVL4	1996	735317	-0.04048926383256912	0.001541089965030551	0.001584953279234469
DMRTA2	63950	469318	-0.6301560401916504	0.0038532244507223368	0.005963760428130627
FAF1	11124	456846	-1.1840697526931763	0.4349251091480255	0.9882230758666992
CDKN2C	1031	469319	-2.514970064163208	0.05285095050930977	0.30208852887153625
C1orf185	284546	456847	-1.4572243690490723	0.00012865800817962736	0.0003532686096150428
RNF11	26994	100608935	0.5826944708824158	2.13381028175354	1.4247783422470093
TTC39A	22996	456849	-0.13035692274570465	0.010496029630303383	0.011488581076264381
EPS15	2060	456850	-1.1890273094177246	0.5357723236083984	1.221555471420288
OSBPL9	114883	469322	0.27338600158691406	0.9689733386039734	0.8017047047615051
NRDC	4898	456852	0.30395016074180603	1.9661967754364014	1.5926811695098877
RAB3B	5865	736412	1.0776594877243042	0.7723411321640015	0.36593276262283325
TXNDC12	51060	100610643	-0.44916200637817383	0.7720587849617004	1.0540509223937988
KTI12	112970	736456	-0.033359456807374954	0.3629606068134308	0.37145113945007324
BTF3L4	91408	456854	-0.6898146867752075	0.4756332337856293	0.7672326564788818
ZFYVE9	9372	456855	-0.790904700756073	0.45918428897857666	0.7944619059562683
CC2D1B	200014	456856	-0.3534354567527771	0.5593557357788086	0.714632511138916
ORC1	4998	456857	0.45007753372192383	0.08184647560119629	0.059911906719207764
PRPF38A	84950	456858	-0.5934219360351562	0.41324079036712646	0.623506486415863
TUT4	23318	456859	-0.020299281924962997	0.49272385239601135	0.4997056722640991
GPX7	2882	469325	-2.8331832885742188	0.10833385586738586	0.7720356583595276
SHISAL2A	348378	737285	0.9667803049087524	0.000791297061368823	0.0004048644914291799
COA7	65260	469326	-0.19909831881523132	0.4063674509525299	0.46650198101997375
