GeneSymbol	HumanGeneID	ChimpGeneID	LFC	HumanGeneExpression	ChimpGeneExpression
WIPF2	147179	455039	-0.36822178959846497	0.5887734293937683	0.759965717792511
CDC6	990	468234	-0.784954845905304	0.09251037985086441	0.15939892828464508
RARA	5914	454647	-0.7014329433441162	0.2855285406112671	0.4643034338951111
GJD3	125111	745773	-0.30120283365249634	0.029382219538092613	0.03620392829179764
TOP2A	7153	454651	-0.9961379766464233	0.2952112555503845	0.5888440608978271
IGFBP4	3487	454652	-0.825166642665863	6.4812846183776855	11.483148574829102
TNS4	84951	454653	-0.19763875007629395	0.016942478716373444	0.019429970532655716
CCR7	1236	454654	0.9005535244941711	0.000653797818813473	0.00035022717202082276
SMARCE1	6605	454655	-1.8389942646026611	0.3524875342845917	1.2610613107681274
KRT222	125113	100614897	-1.9723891019821167	0.001707556308247149	0.006700748112052679
KRT25	147183	468237	0.34586337208747864	0.00006648081762250513	0.00005230956230661832
KRT26	353288	468238	0.38925400376319885	0.00002771063918771688	0.000021157746232347563
KRT27	342574	468239	0.04462974891066551	0.00009799268445931375	0.00009500769374426454
KRT28	162605	100614430	-1.61812162399292	0.0000423380515712779	0.00012996727309655398
KRT10	3858	468240	0.7244748473167419	0.24653954803943634	0.14921000599861145
KRT12	3859	468241	0.5268984436988831	0.00005901098484173417	0.00004095629265066236
KRT20	54474	744139	0.4714430272579193	0.0001150315220002085	0.00008296566375065595
KRT23	25984	455040	0.28906357288360596	0.0037915329448878765	0.003103116061538458
KRT39	390792	468242	-0.24931958317756653	0.0000914833290153183	0.00010874132567550987
KRT40	125115	454659	0.9091177582740784	0.0001432040735380724	0.00007625768921570852
KRTAP3-2	83897	745232	-0.9851034879684448	0.00010259624104946852	0.00020308468083385378
KRTAP3-1	83896	745269	0.0843956246972084	0.00007038122566882521	0.00006638213380938396
KRTAP1-4	728255	743406	0.2582402229309082	0.00006253872561501339	0.000052289076847955585
KRTAP4-7	100132476	107973363	1.2448759078979492	0.0000798786204541102	0.00003370432023075409
KRTAP4-8	728224	744437	-0.8143423795700073	0.00009259127546101809	0.0001628214231459424
KRTAP4-16	85354	100615515	1.7079899311065674	0.000011141200047859456	3.410168119444279e-6
KRTAP4-4	84616	468251	0.2592794895172119	0.000013981058145873249	0.000011681245268846396
KRTAP4-3	85290	468252	0.38256677985191345	0.000010963777640426997	8.410002919845283e-6
KRTAP4-2	85291	107966543	-0.24650339782238007	0.000020856627088505775	0.000024742808818700723
KRTAP4-1	85285	101059400	1.067862629890442	0.000048866473662201315	0.00002331053838133812
KRTAP9-1	728318	100613989	-0.9749356508255005	0.00001774569864210207	0.00003488011861918494
KRTAP9-3	83900	742618	-0.4189758896827698	4.12969393437379e-6	5.521310413314495e-6
KRTAP9-4	85280	112206033	-0.9167073369026184	9.225222129316535e-6	0.000017415391994290985
KRTAP9-6	100507608	101059629	-0.8058153390884399	5.95434312344878e-6	0.000010408986781840213
KRTAP9-7	100505724	742416	-0.3204602003097534	4.387147782836109e-6	5.478357707033865e-6
KRTAP29-1	100533177	104002833	-0.7764372229576111	0.000029694976547034457	0.00005086439341539517
KRTAP16-1	100505753	468256	0.23546253144741058	0.000045165670599089935	0.00003836429095827043
KRTAP17-1	83902	742258	0.07834172993898392	0.00004634716606233269	0.000043897518480662256
KRT34	3885	107969165	0.1470135897397995	0.03640808165073395	0.03288079425692558
KRT31	3881	454661	1.7492152452468872	0.003602101467549801	0.0010714938398450613
KRT37	8688	743918	0.5353372097015381	0.00010705038585001603	0.00007386448851320893
KRT38	8687	468258	0.09002258628606796	0.00004881220229435712	0.00004585945498547517
KRT32	3882	454662	-1.4506125450134277	0.00023534463252872229	0.0006432535592466593
KRT35	3886	468259	9.80920124053955	0.056317754089832306	0.00006277424836298451
KRT36	8689	743594	0.9458035230636597	0.00013077326002530754	0.0000678896758472547
KRT13	3860	100610505	5.072958469390869	0.006647499743849039	0.00019749025523196906
KRT15	3866	100611264	2.0380706787109375	0.012968547642230988	0.0031577006448060274
KRT19	3880	454663	0.440926194190979	2.056379556655884	1.5148557424545288
KRT9	3857	454664	2.598982095718384	0.00016318753478117287	0.000026934903871733695
KRT16	3868	100240746	1.7589465379714966	0.006960525177419186	0.0020565835293382406
EIF1	10209	454665	-0.013705266639590263	6.570519924163818	6.633235931396484
GAST	2520	468262	7.918802261352539	0.0005284640938043594	2.183828200941207e-6
HAP1	9001	743382	-0.7178319096565247	0.0050156679935753345	0.008249311707913876
JUP	3728	454667	-0.499838650226593	1.3025401830673218	1.841863989830017
P3H4	10609	741670	0.024396225810050964	1.653522253036499	1.6257959604263306
FKBP10	60681	741603	0.2284860908985138	10.216739654541016	8.720294952392578
NT5C3B	115024	743177	-0.019252708181738853	1.4232258796691895	1.4423460960388184
KLHL10	317719	468263	-1.4658784866333008	0.00030404291464947164	0.0008398626814596355
KLHL11	55175	104001120	0.1091335341334343	0.3662436306476593	0.3395608365535736
ACLY	47	454672	-4.719784259796143	0.15049313008785248	3.96563982963562
ODAD4	83538	743103	-0.592008650302887	0.022987641394138336	0.0346502810716629
CNP	1267	454673	-1.1059918403625488	0.7852078080177307	1.6901346445083618
DNAJC7	7266	454674	-0.6958970427513123	0.8530794978141785	1.3818961381912231
NKIRAS2	28511	454675	0.21119898557662964	1.141076922416687	0.9856839179992676
ZNF385C	201181	468264	0.6303586959838867	0.006565177347511053	0.004241208080202341
