GeneSymbol	HumanGeneID	ChimpGeneID	LFC	HumanGeneExpression	ChimpGeneExpression
KCNK6	9424	468864	0.18953940272331238	0.2636980712413788	0.23123306035995483
CATSPERG	57828	456005	0.3135901391506195	0.027847571298480034	0.022407183423638344
PSMD8	5714	456007	-3.143751621246338	0.4179227650165558	3.6936826705932617
GGN	199720	107966430	-0.3422856628894806	0.03473998233675957	0.04404208064079285
SPRED3	399473	468865	0.029299698770046234	0.2152295559644699	0.21090254187583923
FAM98C	147965	107969744	-0.3890470564365387	0.2812008857727051	0.36824047565460205
RASGRP4	115727	468867	-0.5322147607803345	0.0010115174809470773	0.0014628034550696611
RYR1	6261	100612063	-0.07470481097698212	0.00451951939612627	0.004759711679071188
MAP4K1	11184	748652	-1.3472301959991455	0.0024531790986657143	0.006241456605494022
EIF3K	27335	456009	0.4091240167617798	4.307984352111816	3.2442588806152344
ACTN4	81	456010	-4.37488317489624	0.41693219542503357	8.650405883789062
CAPN12	147968	748681	2.3355183601379395	0.008744629099965096	0.0017325282096862793
LGALS7	3963	107969585	1.2080695629119873	0.00013163493713364005	0.000056977842177730054
LGALS4	3960	456011	-1.6989574432373047	0.0010430733673274517	0.003386507276445627
HNRNPL	3191	456012	0.12635205686092377	5.099364280700684	4.671757221221924
RINL	126432	456391	0.995218813419342	0.034488823264837265	0.017301656305789948
SIRT2	22933	456013	-0.552798330783844	0.964547336101532	1.414921760559082
NFKBIB	4793	456014	-1.7080997228622437	0.15033391118049622	0.491186261177063
CCER2	643669	456015	-0.45229315757751465	0.009587959386408329	0.013118373230099678
SARS2	54938	748729	0.2029556930065155	0.46026283502578735	0.39986202120780945
MRPS12	6183	468873	-1.9925224781036377	0.2282629758119583	0.9083317518234253
FBXO17	115290	104003376	0.1450423002243042	0.7641744017601013	0.6910833120346069
FBXO27	126433	104003377	-0.0021787728182971478	0.03069181926548481	0.03073820471763611
ACP7	390928	456018	0.15615546703338623	0.006258105859160423	0.005616107955574989
PAK4	10298	100609406	-1.3675625324249268	0.37015485763549805	0.9551262855529785
NCCRP1	342897	468874	-0.09438227117061615	0.003859929507598281	0.004120892379432917
SYCN	342898	735696	0.9887819886207581	0.000017379328710376285	8.757496289035771e-6
IFNL3	282617	735838	1.080755591392517	0.0000327877642121166	0.000015501436791964807
