GeneSymbol	HumanGeneID	ChimpGeneID	LFC	HumanGeneExpression	ChimpGeneExpression
RBFOX3	146713	454933	-1.5523613691329956	0.003455266822129488	0.010134187527000904
ENPP7	339221	742055	-0.21439228951931	0.000016407338989665732	0.00001903604243125301
CBX2	84733	454934	-0.20949190855026245	0.32087787985801697	0.3710249662399292
CBX8	57332	468347	-0.011071449145674706	0.1711096465587616	0.17242781817913055
CBX4	8535	744720	0.5686870217323303	0.712691605091095	0.4805181622505188
TBC1D16	125058	454936	-0.3518672585487366	0.9816161394119263	1.2527496814727783
CCDC40	55036	454938	-1.4799259901046753	0.02165203168988228	0.06039496511220932
GAA	2548	454940	0.008248738944530487	0.9364702701568604	0.9311311841011047
SGSH	6448	745502	0.5384129881858826	0.26686131954193115	0.1837414652109146
SLC26A11	284129	745524	0.4033452272415161	0.4056052565574646	0.306679368019104
RNF213	57674	454944	0.19943301379680634	0.9287793040275574	0.8088671565055847
ENDOV	284131	743058	-0.31310275197029114	0.14789673686027527	0.1837434619665146
NPTX1	4884	468350	1.2858253717422485	0.2791517376899719	0.11449020355939865
RPTOR	57521	454949	0.15735232830047607	0.7714409828186035	0.691727340221405
CHMP6	79643	746104	0.10630318522453308	0.5555904507637024	0.5161243081092834
BAIAP2	10458	454951	1.2419170141220093	0.31799620389938354	0.13445211946964264
AATK	9625	107969340	0.1543358862400055	0.03820948302745819	0.03433297574520111
PVALEF	388428	104003039	0.6012349724769592	0.0002445280260872096	0.00016119028441607952
CEP131	22994	454954	-0.11467199772596359	0.2805779278278351	0.30378982424736023
TEPSIN	146705	746211	-0.06395242363214493	0.36042454838752747	0.3767610192298889
NDUFAF8	284184	743776	-0.5037804841995239	0.4380708336830139	0.6211512684822083
SLC38A10	124565	455277	0.15013618767261505	1.3947590589523315	1.2569085359573364
BAHCC1	57597	100611151	0.1503923535346985	0.5996689796447754	0.540304958820343
ACTG1	71	746570	-5.550116062164307	1.5176299810409546	71.10780334472656
FSCN2	25794	107973378	0.9629625082015991	0.09154097735881805	0.0469607412815094
FAAP100	80233	454959	0.07324478775262833	0.5690926313400269	0.5409213304519653
NPLOC4	55666	454960	-0.7915146946907043	1.0662178993225098	1.8455066680908203
TSPAN10	83882	454961	0.22633913159370422	0.08556698262691498	0.07314275950193405
