GeneSymbol	HumanGeneID	ChimpGeneID	LFC	HumanGeneExpression	ChimpGeneExpression
NRTN	4902	468680	0.002181669231504202	0.05203469097614288	0.051956064999103546
FUT6	2528	493976	-0.27579009532928467	0.00003831017602351494	0.00004638047903426923
FUT3	2525	493975	8.095836639404297	0.36953669786453247	0.0013507283292710781
NDUFA11	126328	739803	-1.5568934679031372	1.0669240951538086	3.1391000747680664
VMAC	400673	455629	0.03734837472438812	0.21150054037570953	0.20609548687934875
CAPS	828	455630	-2.2621750831604004	0.05533400550484657	0.2654450833797455
RANBP3	8498	739886	0.1721101999282837	0.6541008949279785	0.580543041229248
RFX2	5990	455633	0.22516344487667084	0.24506406486034393	0.20965184271335602
ACSBG2	81616	455634	-0.3601408898830414	0.00007345212361542508	0.00009427956683794037
MLLT1	4298	740990	-0.0984421819448471	1.3122581243515015	1.4049255847930908
ACER1	125981	468681	0.3907569944858551	0.0007852651760913432	0.0005989447236061096
CLPP	8192	455637	-0.9571892619132996	0.6837102770805359	1.3274396657943726
ALKBH7	84266	740313	0.5803724527359009	1.122091293334961	0.7504446506500244
PSPN	5623	455638	0.7667822241783142	0.027869751676917076	0.01637980155646801
GTF2F1	2962	455639	-1.6057571172714233	0.48540225625038147	1.4773480892181396
KHSRP	8570	455640	-0.01645488105714321	2.722384452819824	2.753612756729126
SLC25A41	284427	468683	-1.290503740310669	0.009418124333024025	0.023037999868392944
SLC25A23	79085	468684	-0.3022390305995941	0.8577331304550171	1.0576335191726685
CRB3	92359	100614722	0.48280954360961914	0.003989872056990862	0.00285508343949914
DENND1C	79958	455643	-0.4480677843093872	0.002100661164149642	0.002865747082978487
TUBB4A	10382	468685	-0.46491390466690063	0.0319097526371479	0.044042956084012985
TNFSF9	8744	107969654	0.6575247645378113	0.08588764816522598	0.054449766874313354
CD70	970	100615857	5.0164618492126465	0.25563251972198486	0.007897881790995598
TNFSF14	8740	468687	0.42916586995124817	0.0002453479974064976	0.00018221777281723917
C3	718	455644	-0.9800669550895691	0.14444604516029358	0.2849280536174774
GPR108	56927	741500	0.7179188132286072	0.9562118649482727	0.5813518166542053
TRIP10	9322	455646	-0.000853458303026855	2.1088008880615234	2.110048770904541
SH2D3A	10045	468688	-0.22502347826957703	0.005497174337506294	0.006425076629966497
VAV1	7409	455647	0.23024652898311615	0.0008869355660863221	0.0007561029633507133
ADGRE1	2015	741193	-0.7374619245529175	0.0000229303004743997	0.00003823031875072047
ZNF557	79230	455648	0.0008471097680740058	0.21231341361999512	0.21218879520893097
INSR	3643	455649	0.20135444402694702	0.6678453683853149	0.5808475613594055
ARHGEF18	23370	455653	-0.1786837875843048	0.45486029982566833	0.5148339867591858
PEX11G	92960	455654	0.0072425538673996925	0.04863915592432022	0.048395588994026184
SAXO5	374877	101058735	0.9841770529747009	0.00016888439131435007	0.00008537342364434153
ZNF358	140467	455655	0.43574896454811096	1.839048147201538	1.3596264123916626
MCOLN1	57192	455656	0.7228223085403442	0.6054641604423523	0.3668573498725891
PNPLA6	10908	455659	0.13313499093055725	1.4851384162902832	1.3542202711105347
CAMSAP3	57662	101059147	-0.23562979698181152	0.016988247632980347	0.02000231295824051
XAB2	56949	468695	-0.049042459577322006	1.2219784259796143	1.2642320394515991
STXBP2	6813	741963	-0.11046808958053589	0.27089330554008484	0.29245057702064514
PET100	100131801	100610902	-1.0383596420288086	0.8598913550376892	1.7661231756210327
PCP2	126006	742010	-0.7529844641685486	0.0021438326220959425	0.0036129485815763474
RETN	56729	742100	-1.0040550231933594	0.00018100079614669085	0.00036302051739767194
MCEMP1	199675	100174911	0.8143978118896484	0.0004507629491854459	0.0002563244488555938
TRAPPC5	126003	468697	-2.6023201942443848	0.21995677053928375	1.3357149362564087
FCER2	2208	456434	0.8390070199966431	0.000025114282834692858	0.000014039592315384652
CLEC4G	339390	742238	-1.832724690437317	0.0002797592605929822	0.0009965281933546066
CD209	30835	450160	-1.1381466388702393	0.00043085520155727863	0.0009483040776103735
CLEC4M	10332	455661	-0.09103783965110779	0.000043394669773988426	0.000046221230149967596
EVI5L	115704	100612415	0.07896889001131058	0.811029851436615	0.7678295373916626
PRR36	80164	455663	0.11306538432836533	0.011930286884307861	0.011030998080968857
LRRC8E	80131	469115	-0.1994653046131134	0.07329507172107697	0.08416272699832916
MAP2K7	5609	743199	-1.1448757648468018	0.4304923117160797	0.9519351124763489
TGFBR3L	100507588	743237	-0.15954168140888214	0.034136928617954254	0.03812863677740097
SNAPC2	6618	100613205	-0.2928045690059662	0.7588998079299927	0.9296669363975525
CTXN1	404217	742801	-0.03010210208594799	0.8705028891563416	0.8888568878173828
TIMM44	10469	455667	0.07738246023654938	1.1277962923049927	1.0688978433609009
ELAVL1	1994	743010	0.5980773568153381	0.7623968124389648	0.5036650896072388
CCL25	6370	743059	0.2311943620443344	0.00009350595792056993	0.00007966046541696414
FBN3	84467	455669	-0.7712718844413757	0.034998804330825806	0.059735044836997986
CERS4	79603	456435	-0.0772930234670639	0.3141942620277405	0.33148643374443054
CD320	51293	456436	0.2180161029100418	1.0796159505844116	0.9281964898109436
NDUFA7	4701	743262	-3.117929220199585	0.2005404233932495	1.7409734725952148
RPS28	6234	743298	-4.427918910980225	0.20286278426647186	4.36655330657959
KANK3	256949	456437	0.2848831117153168	0.03950506076216698	0.032426074147224426
ANGPTL4	51129	743667	-0.5938016176223755	0.5639204978942871	0.8510791659355164
RAB11B	9230	743711	0.10686513036489487	2.5647084712982178	2.3815977573394775
MARCHF2	51257	743428	-0.06616322696208954	0.5873180627822876	0.6148801445960999
HNRNPM	4670	455671	-1.0580828189849854	0.8661656975746155	1.8034979104995728
PRAM1	84106	455672	0.6729635000228882	0.003154593054205179	0.001978614367544651
ZNF414	84330	743829	-0.5145713686943054	0.2941352128982544	0.4201926290988922
MYO1F	4542	455675	0.3568648397922516	0.007495835889130831	0.005853195674717426
ADAMTS10	81794	107966197	0.46078869700431824	0.5781450271606445	0.4200737774372101
NFILZ	105372267	129138130	-0.3635076880455017	0.000045607815991388634	0.00005867674190085381
ACTL9	284382	468702	-0.13624729216098785	1.4965539776312653e-6	1.6447766029159538e-6
OR2Z1	284383	468703	0.149870365858078	2.3639433948119404e-6	2.130696429958334e-6
ZNF558	148156	468704	-0.37572380900382996	0.16288289427757263	0.21133898198604584
MBD3L1	85509	468705	-0.4462185204029083	0.00008879367669578642	0.00012097822036594152
MUC16	94025	744222	-0.051708970218896866	0.0026243270840495825	0.0027200940530747175
OR7G1	125962	468707	-0.9442076683044434	5.804560032629524e-7	1.1168739320055465e-6
OR7G3	390883	468708	-1.2566171884536743	2.1965511223243084e-6	5.248326033324702e-6
ZNF317	57693	468709	-0.05430854111909866	0.3967459499835968	0.41196563839912415
OR7D2	162998	468710	0.0458722859621048	0.00042470978223718703	0.0004114180337637663
ZNF699	374879	744819	-0.13753734529018402	0.1707080453634262	0.18778325617313385
ZNF559	84527	455679	-0.7015821933746338	0.11681737750768661	0.18997861444950104
ZNF177	7730	468712	-0.6536213755607605	0.05821085348725319	0.09157219529151917
ZNF266	10781	468713	-0.22927139699459076	0.29928067326545715	0.3508296012878418
ZNF560	147741	468714	-0.6833699941635132	0.007525618653744459	0.012085290625691414
ZNF426	79088	455682	-0.17832507193088531	0.27463671565055847	0.31077051162719727
ZNF121	7675	455683	-0.51465904712677	0.4718340039253235	0.674088716506958
ZNF562	54811	100609096	-0.8132960200309753	0.2583114504814148	0.4539104104042053
ZNF846	162993	455687	1.8167718648910522	0.08369243144989014	0.023756548762321472
FBXL12	54850	455688	-0.7812708020210266	0.22244301438331604	0.38230037689208984
UBL5	59286	455689	2.52461838722229	5.384301662445068	0.9357147812843323
PIN1	5300	745021	0.14966371655464172	1.643951177597046	1.481957197189331
OLFM2	93145	455691	-0.4765099585056305	0.43782731890678406	0.6091814041137695
COL5A3	50509	455692	0.24640384316444397	1.0005894899368286	0.8434920310974121
RDH8	50700	107966558	-0.3632533550262451	0.00004216232628095895	0.00005423438415164128
SHFL	55337	745452	-0.3732195198535919	0.5335280895233154	0.691046953201294
ANGPTL6	83854	745425	-2.166983127593994	0.0036447769962251186	0.016368085518479347
EIF3G	8666	745388	-0.18300358951091766	4.286773204803467	4.866537570953369
DNMT1	1786	107969662	0.10732308775186539	1.04038405418396	0.9657977819442749
S1PR2	9294	107966508	-0.44009652733802795	0.7628315687179565	1.034929871559143
MRPL4	51073	455697	-0.27639779448509216	0.7420616149902344	0.8987605571746826
ICAM1	3383	450196	0.023076651617884636	0.22413882613182068	0.22058214247226715
ICAM4	3386	455698	-0.14827612042427063	0.0255439355969429	0.028308924287557602
ICAM5	7087	455699	-0.10868946462869644	0.06713616102933884	0.07238945364952087
ZGLP1	100125288	745661	-0.3966706693172455	0.06639066338539124	0.08740107715129852
FDX2	112812	455700	-0.1482628732919693	0.630287230014801	0.6985058784484863
RAVER1	125950	101057136	0.09831887483596802	0.9551221132278442	0.8921995162963867
ICAM3	3385	494138	0.00811244361102581	0.022981304675340652	0.022852441295981407
TYK2	7297	455703	-0.8930058479309082	0.44745445251464844	0.830941379070282
CDC37	11140	129138070	1.1492335796356201	4.6701579093933105	2.105609178543091
PDE4A	5141	745642	0.6060661673545837	0.2666899859905243	0.17521150410175323
