GeneSymbol	HumanGeneID	ChimpGeneID	LFC	HumanGeneExpression	ChimpGeneExpression
LRRN1	57633	470736	-0.3472903370857239	0.14001545310020447	0.1781233251094818
SUMF1	285362	470739	3.888617992401123	0.0640396922826767	0.004323730245232582
SETMAR	6419	470738	-0.21330182254314423	0.18184077739715576	0.21081501245498657
ITPR1	3708	460134	-0.18266819417476654	0.37950170040130615	0.4307272434234619
BHLHE40	8553	460136	0.04230997711420059	1.302872657775879	1.2652181386947632
ARL8B	55207	738415	-0.07644164562225342	1.4912880659103394	1.5724352598190308
EDEM1	9695	471107	-0.9015207886695862	0.406374990940094	0.7591223120689392
GRM7	2917	460140	1.910266399383545	0.013940621167421341	0.003708810545504093
LMCD1	29995	460141	-1.7301363945007324	0.7402716875076294	2.4559192657470703
SSUH2	51066	738620	0.17126385867595673	0.0023719470482319593	0.0021064416505396366
CAV3	859	738786	4.667123317718506	0.272582471370697	0.0107288658618927
OXTR	5021	738742	0.32327085733413696	0.38999152183532715	0.3117029666900635
RAD18	56852	460144	0.06844668090343475	0.15654060244560242	0.1492871791124344
SRGAP3	9901	738969	-0.8583675622940063	0.05393874645233154	0.0977901816368103
THUMPD3	25917	460147	-0.005844182800501585	0.37357962131500244	0.37509602308273315
SETD5	55209	460148	-0.6918975114822388	0.9722952842712402	1.5706524848937988
LHFPL4	375323	461031	0.3382558524608612	0.0015057793352752924	0.0011910669272765517
MTMR14	64419	460149	-0.6723238825798035	0.37139394879341125	0.5918675065040588
CPNE9	151835	460150	-0.017742464318871498	0.000732407730538398	0.000741470605134964
BRPF1	7862	460151	-0.12105271965265274	0.44428232312202454	0.4831695258617401
OGG1	4968	460152	-0.8912801146507263	0.16287195682525635	0.3020983636379242
CAMK1	8536	460153	-1.0689181089401245	0.25084957480430603	0.5262472033500671
TADA3	10474	460154	-0.31274285912513733	1.4310731887817383	1.7774885892868042
ARPC4	10093	100614809	0.0926213413476944	4.415903568267822	4.141310214996338
TTLL3	26140	461033	0.21030956506729126	0.29655247926712036	0.2563256621360779
RPUSD3	285367	749744	0.13929075002670288	0.6233704090118408	0.5659987926483154
CIDEC	63924	460156	1.0177150964736938	0.00048392635653726757	0.00023901023087091744
JAGN1	84522	460157	-0.4915573000907898	0.6430540680885315	0.9041094183921814
IL17RE	132014	460158	0.22808970510959625	0.03420465067028999	0.029202722012996674
IL17RC	84818	460159	0.37920475006103516	0.6682963967323303	0.5138272047042847
CRELD1	78987	460160	-0.5785725712776184	0.4951643943786621	0.7394641041755676
PRRT3	285368	460161	-0.8221718668937683	0.050707995891571045	0.0896550640463829
EMC3	55831	460162	-1.5214452743530273	0.501854419708252	1.4407161474227905
FANCD2	2177	460163	0.2765056788921356	0.10378257185220718	0.08568166941404343
FANCD2OS	115795	740619	-2.23706316947937	0.00002363002931815572	0.00011140055721625686
BRK1	55845	100608101	0.7683612108230591	3.7620222568511963	2.208622932434082
