GeneSymbol	HumanGeneID	ChimpGeneID	LFC	HumanGeneExpression	ChimpGeneExpression
NAMPT	10135	463648	-0.850704550743103	0.46419087052345276	0.8371132016181946
CCDC71L	168455	744247	-0.532177209854126	0.42207688093185425	0.6103695631027222
PIK3CG	5294	463649	-0.3876238167285919	0.0016540144570171833	0.002163842786103487
PRKAR2B	5577	744011	-0.40906521677970886	0.1890908181667328	0.2510795593261719
HBP1	26959	463650	0.26196491718292236	1.0965821743011475	0.914496123790741
COG5	10466	463651	-1.1627185344696045	0.31254592537879944	0.6997243762016296
GPR22	2845	744517	-0.6800714731216431	0.0008090666378848255	0.0012963020708411932
DUS4L	11062	463652		0.15080472826957703	
BCAP29	55973	463653	-0.5683985948562622	0.5603261590003967	0.8308945894241333
SLC26A4	5172	463654	0.15914253890514374	0.014305399730801582	0.01281130313873291
CBLL1	79872	472482	-0.2353692203760147	0.3372802734375	0.39704903960227966
SLC26A3	1811	472483	-0.14061687886714935	0.000047809924581088126	0.00005270453038974665
DLD	1738	463861	-0.18972697854042053	0.9867010712623596	1.1253798007965088
LAMB1	3912	463656	0.0370299257338047	9.024397850036621	8.795714378356934
LAMB4	22798	107966134	0.015074532479047775	0.001419614884071052	0.0014048587763682008
NRCAM	4897	463658	0.23533587157726288	0.14348585903644562	0.1218893975019455
PNPLA8	50640	472484	-0.7915745377540588	0.3192940056324005	0.5526859760284424
THAP5	168451	100613056	-0.01852722093462944	0.38701513409614563	0.39201727509498596
DNAJB9	4189	744984	0.1712285727262497	0.7607719302177429	0.6756309270858765
IMMP2L	83943	745186	-1.25692880153656	0.01024693064391613	0.024488775059580803
LRRN3	54674	472486	0.23704317212104797	0.06240735948085785	0.05295155197381973
DOCK4	9732	463661	-0.7799429297447205	0.18185830116271973	0.3122621476650238
ZNF277	11179	463662	0.18727050721645355	0.45071932673454285	0.39585137367248535
IFRD1	3475	463663	-0.28225642442703247	0.6044049263000488	0.7350140810012817
LOC128031837	128031837	129135563	-0.01661936566233635	0.9594170451164246	0.9705331325531006
LSMEM1	286006	745397	-0.14819388091564178	0.023060698062181473	0.025555433705449104
TMEM168	64418	100612800	-0.7711676359176636	0.2062011957168579	0.35191336274147034
SAMTOR	154743	735339	0.07458052784204483	0.39247775077819824	0.37270402908325195
GPR85	54329	463664	-0.09467019885778427	0.06596288084983826	0.07043656706809998
SMIM30	401397	463665	0.09333164244890213	0.9526223540306091	0.8929458856582642
PPP1R3A	5506	463666	0.08820124715566635	0.0002725796075537801	0.0002564142341725528
FOXP2	93986	449627	0.07592743635177612	0.056225091218948364	0.0533425435423851
MDFIC	29969	107971745	-0.5190340876579285	0.5440969467163086	0.7796884775161743
TFEC	22797	463668	-0.04211364686489105	0.0030451305210590363	0.0031353309750556946
TES	26136	463669	-0.39145615696907043	1.7325536012649536	2.2726194858551025
CAV2	858	736452	-1.0459972620010376	1.1567425727844238	2.3884341716766357
CAV1	857	463670	-0.6471694707870483	8.127752304077148	12.728812217712402
MET	4233	463671	-0.01913907378911972	1.0951987504959106	1.1098246574401855
CAPZA2	830	736736	-1.7788009643554688	0.8989834189414978	3.0847795009613037
ST7	7982	463672	0.1748434156179428	0.446142315864563	0.3952212631702423
WNT2	7472	463673	0.6859552264213562	0.3171941936016083	0.1971660554409027
ASZ1	136991	450111	0.382703572511673	0.0001438609033357352	0.00011034115595975891
CFTR	1080	463674	-0.3738911747932434	0.001893786946311593	0.002454051049426198
CTTNBP2	83992	463675	-0.5753101110458374	0.08791717886924744	0.13099639117717743
LSM8	51691	736972	-1.234096646308899	0.12697842717170715	0.2986964285373688
ANKRD7	56311	463677	0.9149145483970642	0.006008060649037361	0.0031865269411355257
KCND2	3751	472489	-0.0969904214143753	0.0656939372420311	0.07026229053735733
TSPAN12	23554	463678	-0.24237966537475586	0.24245676398277283	0.28681236505508423
ING3	54556	463679	-0.014714723452925682	0.13558915257453918	0.13697916269302368
CPED1	79974	472491	0.2454998940229416	0.5602101683616638	0.4725504219532013
WNT16	51384	737375	1.852914810180664	0.03795218467712402	0.010506398044526577
FAM3C	10447	463680	-1.7292053699493408	0.24854141473770142	0.8240270018577576
PTPRZ1	5803	463681	0.22916264832019806	0.043434858322143555	0.03705557808279991
AASS	10157	472493	-0.1384516805410385	0.6583712697029114	0.7246845364570618
FEZF1	389549	463682	0.4533158540725708	0.0024659421760588884	0.0018010311760008335
CADPS2	93664	472494	0.6327055096626282	0.258073091506958	0.16644831001758575
RNF133	168433	737974	-0.2119578868150711	0.004140818025916815	0.004796139895915985
TAS2R16	50833	494113	-0.33394843339920044	1.0146226259166724e-7	1.2788895276116818e-7
SLC13A1	6561	463684	-0.786613941192627	0.000013758772183791734	0.000023734170099487528
IQUB	154865	472495	-0.9442492127418518	0.0046342844143509865	0.008917231112718582
NDUFA5	4698	463686	-3.5325701236724854	0.1172749251127243	1.3571089506149292
ASB15	142685	472496	0.5140368938446045	0.0001002908538794145	0.00007022969657555223
LMOD2	442721	463687	0.07193611562252045	0.0003732287441380322	0.0003550750552676618
WASL	8976	463688	0.9895891547203064	1.0457675457000732	0.5266706943511963
SPAM1	6677	472498	1.0018192529678345	0.000048717814934207126	0.00002432820838293992
TMEM229A	730130	472499	0.7799695730209351	0.0024765615817159414	0.0014422975946217775
SSU72L6	136157	472500	1.121566891670227	0.00012204465019749478	0.000056091037549776956
GPR37	2861	738926	-0.673767626285553	0.12131357192993164	0.19352346658706665
POT1	25913	463692	-0.16479431092739105	0.2855225205421448	0.3200725317001343
GRM8	2918	472502	-1.790235161781311	0.001603968208655715	0.005547665525227785
ZNF800	168850	463695	-1.1564303636550903	0.15833783149719238	0.3529432713985443
GCC1	79571	463697	0.148298442363739	0.4764934480190277	0.42994675040245056
ARF5	381	463698	-3.591803550720215	0.32245969772338867	3.887908935546875
FSCN3	29999	463699	0.1381816267967224	0.0013912966242060065	0.0012642208021134138
PAX4	5078	472503	-0.3993185758590698	0.000019933690055040643	0.00002629024129419122
SND1	27044	472504	-2.397799491882324	0.8367173671722412	4.409489631652832
LRRC4	64101	739898	-0.6657162308692932	0.08601666986942291	0.1364530324935913
LEP	3952	449638	-0.5616257786750793	0.0018183366628363729	0.0026837403420358896
RBM28	55131	739989	-0.9745455980300903	0.22580671310424805	0.4437152147293091
PRRT4	401399	740031	-0.19069041311740875	0.019078755751252174	0.021774770691990852
IMPDH1	3614	463864	0.3080192804336548	1.0296828746795654	0.8317263126373291
HILPDA	29923	463702	-0.04257633537054062	0.5187526941299438	0.534290075302124
METTL2B	55798	740181	1.2765685319900513	0.2819625735282898	0.11638741940259933
GARIN1A	346653	463705	1.3576927185058594	0.022810956463217735	0.008900968357920647
GARIN1B	84691	740628	-3.90621018409729	0.000907533394638449	0.013606582768261433
CALU	813	100609981	-0.7219989895820618	5.3817667961120605	8.87704086303711
OPN1SW	611	472508	-0.740672767162323	0.003100800095126033	0.005181297194212675
CCDC136	64753	463708	0.22678832709789276	0.15054723620414734	0.12864789366722107
ATP6V1F	9296	740972	-0.3488862216472626	3.1796514987945557	4.049530982971191
SPMIP1	100130705	740649	-1.1443554162979126	0.02899102121591568	0.06408388167619705
KCP	375616	463713	0.1210164800286293	0.016850123181939125	0.01549435406923294
IRF5	3663	472512	-0.4290325343608856	0.005276838317513466	0.007104367949068546
TNPO3	23534	463715	-1.1432571411132812	0.5567611455917358	1.229769229888916
TSPAN33	340348	741446	-0.7465257048606873	0.08283407986164093	0.13897468149662018
SMO	6608	463718	-0.03977997973561287	1.4118074178695679	1.4512773752212524
AHCYL2	23382	463719	-0.3795306980609894	0.37702304124832153	0.4904762804508209
STRIP2	57464	463721	0.054117053747177124	0.10421746224164963	0.10038056969642639
SMKR1	100287482	112209809	1.2073719501495361	0.010445773601531982	0.004523612558841705
NRF1	4899	472513	0.19929282367229462	0.3488338589668274	0.30382639169692993
UBE2H	7328	741944	-0.21089406311511993	1.8484529256820679	2.139409065246582
ZC3HC1	51530	463722	-0.3021293878555298	0.21957075595855713	0.2707225978374481
KLHDC10	23008	463723	-0.10330267250537872	0.8940659761428833	0.9604323506355286
TMEM209	84928	463725	-0.0047361706383526325	0.3442707657814026	0.3454028069972992
SSMEM1	136263	742321	0.6791114807128906	0.0001342813193332404	0.0000838653722894378
CPA2	1358	742070	-0.28160688281059265	0.002022224711254239	0.002458111150190234
CPA4	51200	463727	-0.3283447027206421	0.6537262797355652	0.8208003640174866
CPA5	93979	742366	-0.15386882424354553	0.0009991982951760292	0.001111657009460032
CPA1	1357	100614351	0.30725112557411194	0.005028206389397383	0.004063696600496769
CEP41	95681	472516	0.597919762134552	0.08996645361185074	0.05944136902689934
MEST	4232	463729	0.23049721121788025	5.123981952667236	4.367380142211914
COPG2	26958	463730	-0.27162250876426697	0.6275579333305359	0.7575657963752747
TSGA13	114960	735392	6.775120735168457	0.00631638104096055	0.000057670513342600316
KLF14	136259	735419	-1.408706784248352	0.0030294484458863735	0.008043156936764717
MKLN1	4289	463733	-0.7408617734909058	0.6450016498565674	1.0779098272323608
PODXL	5420	472604	0.8458013534545898	1.5813918113708496	0.8798890113830566
PLXNA4	91584	463737	-0.8620856404304504	0.23633819818496704	0.42958346009254456
CHCHD3	54927	463739	-0.4096853733062744	0.8649016618728638	1.1489319801330566
EXOC4	60412	463740	-0.5944986939430237	1.042189359664917	1.5736515522003174
LRGUK	136332	463741	-0.969323456287384	0.0027165603823959827	0.00531881395727396
SLC35B4	84912	463743	-0.06354177743196487	0.3637772798538208	0.3801575005054474
AKR1B1	231	737737	-1.989154577255249	0.4538216292858124	1.8016911745071411
AKR1B10	57016	463867	-1.7315731048583984	0.0033268295228481293	0.011048058979213238
BPGM	669	463746	-1.6878918409347534	0.1626538783311844	0.524047315120697
CALD1	800	472523	-0.329055517911911	12.268353462219238	15.411392211914062
AGBL3	340351	463747	-0.13307154178619385	0.009197883307933807	0.010086637921631336
CYREN	78996	463748	-1.2562516927719116	0.20386788249015808	0.48698797821998596
TMEM140	55281	737426	0.784120500087738	0.10254070162773132	0.059545986354351044
WDR91	29062	463749	-0.08886561542749405	0.2751246988773346	0.29260435700416565
STRA8	346673	737711	-1.7647238969802856	0.000038804639189038426	0.00013186164142098278
CNOT4	4850	463751	0.12097219377756119	0.33695757389068604	0.30985531210899353
NUP205	23165	472524	0.03804537281394005	0.9491791725158691	0.9244754910469055
STMP1	647087	738552	-1.039062738418579	0.8799665570259094	1.8082364797592163
SLC13A4	26266	738224	-0.24473902583122253	0.03260773792862892	0.03863620385527611
FAM180A	389558	738284	0.4273761510848999	0.2270970493555069	0.16887231171131134
MTPN	136319	463756	-0.010459023527801037	3.2428641319274902	3.2664592266082764
CHRM2	1129	463758	1.7725545167922974	0.2155805081129074	0.06309826672077179
PTN	5764	463759	1.3885775804519653	1.9567456245422363	0.7473617792129517
DGKI	9162	738801	0.6329599022865295	0.1273241490125656	0.08210523426532745
CREB3L2	64764	738928	0.4454681873321533	1.9165319204330444	1.4073975086212158
AKR1D1	6718	472607	1.2411340475082397	0.000022315893147606403	9.440514986636117e-6
TRIM24	8805	463762	-0.9191928505897522	0.3621217906475067	0.6847929358482361
SVOPL	136306	463763	0.49230968952178955	0.0009487397037446499	0.0006744458805769682
ATP6V0A4	50617	463765	0.0900290459394455	0.002499914960935712	0.002348679583519697
TMEM213	155006	463767	-0.14857271313667297	0.00003070368620683439	0.00003403418668312952
KIAA1549	57670	463768	-0.13981276750564575	0.32253435254096985	0.3553561270236969
ZC3HAV1L	92092	739710	1.2195631265640259	0.408582478761673	0.17545051872730255
ZC3HAV1	56829	472529	0.1450309455394745	0.3984712064266205	0.36036139726638794
IFT56	79989	472530	0.2701614201068878	0.09984700381755829	0.08279580622911453
UBN2	254048	463770	0.18269622325897217	0.30363112688064575	0.2675156891345978
LUC7L2	51631	739990	0.9566159844398499	1.6227918863296509	0.8361664414405823
FMC1	154791	463771	0.4979546368122101	0.3223559558391571	0.2282634675502777
KLRG2	346689	472531	0.11439622938632965	0.002702417317777872	0.0024964087642729282
CLEC2L	154790	100611139	-0.4187910258769989	0.006655595730990171	0.008897245861589909
HIPK2	28996	463772	-1.52922523021698	0.4660796821117401	1.3452494144439697
TBXAS1	6916	463774	-0.36688870191574097	0.008003951981663704	0.010321645997464657
PARP12	64761	463776	-0.5279785394668579	0.15599370002746582	0.22492846846580505
KDM7A	80853	472532	-0.141342431306839	0.26310524344444275	0.29018691182136536
